shard,split,video_id,num_frames,min_frame_id,max_frame_id,num_gaps,max_gap,monotonic
Dataset_Shard_0000000_0099999,train,B3np71w5K1c,307,99693,99999,0,1,True
Dataset_Shard_0000000_0099999,val,0xr9UkXgp2E,650,13722,14371,0,1,True
Dataset_Shard_0000000_0099999,val,24jIoFvJ_7o,1271,22833,24103,0,1,True
Dataset_Shard_0000000_0099999,val,2RUNdnb2B1w,1437,25734,27170,0,1,True
Dataset_Shard_0000000_0099999,val,3HZMLSYtFEM,332,30826,31157,0,1,True
Dataset_Shard_0000000_0099999,val,3PHrXAE7new,1095,31158,32252,0,1,True
Dataset_Shard_0000000_0099999,val,4Djb4L_VGIU,450,36501,36950,0,1,True
Dataset_Shard_0000000_0099999,val,4F1jCw1yzKA,561,37821,38381,0,1,True
Dataset_Shard_0000000_0099999,val,7HV-wL3jJ5U,1203,66789,67991,0,1,True
Dataset_Shard_0000000_0099999,val,Al4Q6ORp6CQ,769,96317,97085,0,1,True
Dataset_Shard_0100000_0199999,test,CzkK0xSXUMs,798,116875,117672,0,1,True
Dataset_Shard_0100000_0199999,test,F3BeAm1eM6Y,288,134263,134550,0,1,True
Dataset_Shard_0100000_0199999,test,HDs_owlm-kM,716,147748,148463,0,1,True
Dataset_Shard_0100000_0199999,test,I3ynWCdH9-Q,1820,152756,154575,0,1,True
Dataset_Shard_0100000_0199999,test,J2BXGfLbEQk,1787,160072,161858,0,1,True
Dataset_Shard_0100000_0199999,test,J2x0zNcfLzg,958,161859,162816,0,1,True
Dataset_Shard_0100000_0199999,test,J72oRFQXj5o,1839,162817,164655,0,1,True
Dataset_Shard_0100000_0199999,test,J8RgC4W1HeU,687,164656,165342,0,1,True
Dataset_Shard_0100000_0199999,test,KcYwOQfhWUk,470,173818,174287,0,1,True
Dataset_Shard_0100000_0199999,train,B3np71w5K1c,312,100000,100311,0,1,True
Dataset_Shard_0100000_0199999,train,B5IAda_ZR3Q,906,100312,101217,0,1,True
Dataset_Shard_0100000_0199999,train,BDFwFmaztC0,920,101218,102137,0,1,True
Dataset_Shard_0100000_0199999,train,BI2jJ2nsUaw,459,102138,102596,0,1,True
Dataset_Shard_0100000_0199999,train,BaGpiUru22U,686,102597,103282,0,1,True
Dataset_Shard_0100000_0199999,train,Bdy36xv68Fs,1499,103283,104781,0,1,True
Dataset_Shard_0100000_0199999,train,BevoiaUK5ao,601,104782,105382,0,1,True
Dataset_Shard_0100000_0199999,train,C09ZpevuOVk,770,105383,106152,0,1,True
Dataset_Shard_0100000_0199999,train,C5tgj76oc7E,638,106153,106790,0,1,True
Dataset_Shard_0100000_0199999,train,CIc39aXlHRY,1023,106843,107865,0,1,True
Dataset_Shard_0100000_0199999,train,CNbMProDX_I,515,108886,109400,0,1,True
Dataset_Shard_0100000_0199999,train,CRYDNSvrbis,3159,109401,112559,0,1,True
Dataset_Shard_0100000_0199999,train,Ccs73enFclU,575,112560,113134,0,1,True
Dataset_Shard_0100000_0199999,train,CiYlq0pHhnM,1239,113135,114373,0,1,True
Dataset_Shard_0100000_0199999,train,Cl1w60d8Tqc,1026,114374,115399,0,1,True
Dataset_Shard_0100000_0199999,train,Ctp1DySPKS0,1475,115400,116874,0,1,True
Dataset_Shard_0100000_0199999,train,D2q4s2rE0s_,2351,117673,120023,0,1,True
Dataset_Shard_0100000_0199999,train,DN3a8fF6FtU,972,120024,120995,0,1,True
Dataset_Shard_0100000_0199999,train,DOjCrrrGa5s,1348,120996,122343,0,1,True
Dataset_Shard_0100000_0199999,train,DXcoe1mtinI,680,122344,123023,0,1,True
Dataset_Shard_0100000_0199999,train,DZHdNtwKBMo,1079,123024,124102,0,1,True
Dataset_Shard_0100000_0199999,train,De9wq1vFUVo,1589,124103,125691,0,1,True
Dataset_Shard_0100000_0199999,train,DhitzRyJg4k,810,125692,126501,0,1,True
Dataset_Shard_0100000_0199999,train,DlBR2IuS-_Q,1182,126502,127683,0,1,True
Dataset_Shard_0100000_0199999,train,DpcTinoxOZQ,647,127684,128330,0,1,True
Dataset_Shard_0100000_0199999,train,DwsiVdwkl_M,975,128331,129305,0,1,True
Dataset_Shard_0100000_0199999,train,E0OylseYSt8,407,129767,130173,0,1,True
Dataset_Shard_0100000_0199999,train,E5eP26MKE98,1407,130174,131580,0,1,True
Dataset_Shard_0100000_0199999,train,EJiNfGhoa3Y,696,131581,132276,0,1,True
Dataset_Shard_0100000_0199999,train,EQhbPGMfvZU,866,132277,133142,0,1,True
Dataset_Shard_0100000_0199999,train,F1UNeBWv6Ww,705,133143,133847,0,1,True
Dataset_Shard_0100000_0199999,train,F1mXo8STM24,415,133848,134262,0,1,True
Dataset_Shard_0100000_0199999,train,F89GbwV1duU,1052,134551,135602,0,1,True
Dataset_Shard_0100000_0199999,train,FF6KGtNtiwQ,1098,135603,136700,0,1,True
Dataset_Shard_0100000_0199999,train,FFcXOiRGMaU,990,136701,137690,0,1,True
Dataset_Shard_0100000_0199999,train,FGjqL-YO8E8,409,137691,138099,0,1,True
Dataset_Shard_0100000_0199999,train,FNFe75hIKd4,885,138453,139337,0,1,True
Dataset_Shard_0100000_0199999,train,FUGgFV3WFig,1035,139338,140372,0,1,True
Dataset_Shard_0100000_0199999,train,FhpkDxLChRA,1094,140373,141466,0,1,True
Dataset_Shard_0100000_0199999,train,Fi_z7GBejhs,1275,141467,142741,0,1,True
Dataset_Shard_0100000_0199999,train,FzpQ92s8Idw,1157,142742,143898,0,1,True
Dataset_Shard_0100000_0199999,train,G5iYNFJuHkc,715,143899,144613,0,1,True
Dataset_Shard_0100000_0199999,train,G6vEW8-Tk5w,501,144614,145114,0,1,True
Dataset_Shard_0100000_0199999,train,GVoppuU8cFo,637,145669,146305,0,1,True
Dataset_Shard_0100000_0199999,train,Gi3eUcsqhks,846,146306,147151,0,1,True
Dataset_Shard_0100000_0199999,train,GrND9qai5pY,596,147152,147747,0,1,True
Dataset_Shard_0100000_0199999,train,HRJ4OhgNX08,367,148464,148830,0,1,True
Dataset_Shard_0100000_0199999,train,HWcwP-2-gBU,1931,148831,150761,0,1,True
Dataset_Shard_0100000_0199999,train,HrG_CiyMH7A,933,150762,151694,0,1,True
Dataset_Shard_0100000_0199999,train,Hvip1xhAJEk,541,151695,152235,0,1,True
Dataset_Shard_0100000_0199999,train,I4YrJCXtmDQ,683,154576,155258,0,1,True
Dataset_Shard_0100000_0199999,train,IJ6v8unnzlw,739,155259,155997,0,1,True
Dataset_Shard_0100000_0199999,train,IMYS4tzoiWw,416,155998,156413,0,1,True
Dataset_Shard_0100000_0199999,train,IWAeIhWK8k0,991,156414,157404,0,1,True
Dataset_Shard_0100000_0199999,train,IgXDqL9n1yc,666,157405,158070,0,1,True
Dataset_Shard_0100000_0199999,train,IknWlKwrkqM,602,158071,158672,0,1,True
Dataset_Shard_0100000_0199999,train,IpeCPBTMsp8,476,158673,159148,0,1,True
Dataset_Shard_0100000_0199999,train,IwlK3JWqWhA,923,159149,160071,0,1,True
Dataset_Shard_0100000_0199999,train,JF1WHXagVBg,922,165343,166264,0,1,True
Dataset_Shard_0100000_0199999,train,J_Q3FptXl4E,715,166723,167437,0,1,True
Dataset_Shard_0100000_0199999,train,JiFbkH4lkEA,585,167438,168022,0,1,True
Dataset_Shard_0100000_0199999,train,JricrURk4aQ,1221,168023,169243,0,1,True
Dataset_Shard_0100000_0199999,train,K1-1564mVaE,929,169244,170172,0,1,True
Dataset_Shard_0100000_0199999,train,KGDAv4gY0CU,769,170173,170941,0,1,True
Dataset_Shard_0100000_0199999,train,KWLQZy3Trfc,1666,170942,172607,0,1,True
Dataset_Shard_0100000_0199999,train,K_9S0CZoNLw,1210,172608,173817,0,1,True
Dataset_Shard_0100000_0199999,train,KiIkP5rt664,449,174288,174736,0,1,True
Dataset_Shard_0100000_0199999,train,LABUp-9fzpo,2509,174737,177245,0,1,True
Dataset_Shard_0100000_0199999,train,LCu1WeLTHHs,744,177246,177989,0,1,True
Dataset_Shard_0100000_0199999,train,LNm-RsObqrI,652,177990,178641,0,1,True
Dataset_Shard_0100000_0199999,train,LY8eSMG5Zg_,1100,178642,179741,0,1,True
Dataset_Shard_0100000_0199999,train,LqVVbjKegLM,258,180905,181162,0,1,True
Dataset_Shard_0100000_0199999,train,LsLsb6ON3HA,1792,181163,182954,0,1,True
Dataset_Shard_0100000_0199999,train,LxB4fZIr6QM,1269,182955,184223,0,1,True
Dataset_Shard_0100000_0199999,train,M0U21_jIkjs,876,184224,185099,0,1,True
Dataset_Shard_0100000_0199999,train,MI9SBkWfYeE,537,185100,185636,0,1,True
Dataset_Shard_0100000_0199999,train,MKXS5-a6wB4,1100,185637,186736,0,1,True
Dataset_Shard_0100000_0199999,train,MO0BNkMVRUM,1988,186737,188724,0,1,True
Dataset_Shard_0100000_0199999,train,MQ0rcxyT_18,1416,188725,190140,0,1,True
Dataset_Shard_0100000_0199999,train,Mb1sAgqD2zk,1041,190952,191992,0,1,True
Dataset_Shard_0100000_0199999,train,MoldpStWdSM,1247,191993,193239,0,1,True
Dataset_Shard_0100000_0199999,train,MwffJW2HSBw,547,193240,193786,0,1,True
Dataset_Shard_0100000_0199999,train,Mwqts-3PkoQ,927,193787,194713,0,1,True
Dataset_Shard_0100000_0199999,train,Mz477FcOK1I,668,194714,195381,0,1,True
Dataset_Shard_0100000_0199999,train,NBZN1K9PE38,2220,195382,197601,0,1,True
Dataset_Shard_0100000_0199999,train,NDEQ8jZEeMg,661,197602,198262,0,1,True
Dataset_Shard_0100000_0199999,train,NNaNjLEnyCc,724,198747,199470,0,1,True
Dataset_Shard_0100000_0199999,train,NSBXNBFcSM_,428,199471,199898,0,1,True
Dataset_Shard_0100000_0199999,val,CF81s4pzmew,52,106791,106842,0,1,True
Dataset_Shard_0100000_0199999,val,CIkvuF5f6ak,1020,107866,108885,0,1,True
Dataset_Shard_0100000_0199999,val,DzJPrFInDgI,461,129306,129766,0,1,True
Dataset_Shard_0100000_0199999,val,FHQdsG4y6sA,353,138100,138452,0,1,True
Dataset_Shard_0100000_0199999,val,G8vA3NnBdms,554,145115,145668,0,1,True
Dataset_Shard_0100000_0199999,val,HvxUw40lGmU,520,152236,152755,0,1,True
Dataset_Shard_0100000_0199999,val,JGxn16KUavc,458,166265,166722,0,1,True
Dataset_Shard_0100000_0199999,val,L_MDy-YN-qU,1163,179742,180904,0,1,True
Dataset_Shard_0100000_0199999,val,MWvT1QbVPW4,811,190141,190951,0,1,True
Dataset_Shard_0100000_0199999,val,NMv_tUPIx3M,484,198263,198746,0,1,True
Dataset_Shard_0100000_0199999,val,NTTKigtDFOM,101,199899,199999,0,1,True
Dataset_Shard_0200000_0299999,test,OLLAoZsGd0Q,2361,211047,213407,0,1,True
Dataset_Shard_0200000_0299999,test,PfsdriLJNvI,1200,222218,223417,0,1,True
Dataset_Shard_0200000_0299999,test,QJ-yAwmzwSs,1513,229788,231300,0,1,True
Dataset_Shard_0200000_0299999,test,QLqrGlVdPCw,929,231301,232229,0,1,True
Dataset_Shard_0200000_0299999,test,QULIHG8qXNw,799,234474,235272,0,1,True
Dataset_Shard_0200000_0299999,test,S-x-08mtMhM,744,242797,243540,0,1,True
Dataset_Shard_0200000_0299999,train,NTl51OfTzPY,832,200943,201774,0,1,True
Dataset_Shard_0200000_0299999,train,Nd5eAZn0k8Q,1178,201775,202952,0,1,True
Dataset_Shard_0200000_0299999,train,Nenwue8ACQE,577,202953,203529,0,1,True
Dataset_Shard_0200000_0299999,train,NjNROlXjW5I,1328,203530,204857,0,1,True
Dataset_Shard_0200000_0299999,train,NnlJ2WtQxhw,1724,204858,206581,0,1,True
Dataset_Shard_0200000_0299999,train,NsLZGmOq9MM,622,206582,207203,0,1,True
Dataset_Shard_0200000_0299999,train,Nt95VxNw1JA,1348,207204,208551,0,1,True
Dataset_Shard_0200000_0299999,train,NumylOGDIqs,525,208552,209076,0,1,True
Dataset_Shard_0200000_0299999,train,O6svjbPlqR0,471,210045,210515,0,1,True
Dataset_Shard_0200000_0299999,train,OOXpm9RUBr4,1224,213408,214631,0,1,True
Dataset_Shard_0200000_0299999,train,Oh6s2ckLVCc,310,214632,214941,0,1,True
Dataset_Shard_0200000_0299999,train,P42sNbDRQVI,1102,215071,216172,0,1,True
Dataset_Shard_0200000_0299999,train,PAp-oCbJbao,981,216173,217153,0,1,True
Dataset_Shard_0200000_0299999,train,PBh8_Cc90uw,512,217154,217665,0,1,True
Dataset_Shard_0200000_0299999,train,PCuj0aU8-4E,905,217666,218570,0,1,True
Dataset_Shard_0200000_0299999,train,PF0ym46Ji90,764,218571,219334,0,1,True
Dataset_Shard_0200000_0299999,train,PGb6eporHd4,874,219335,220208,0,1,True
Dataset_Shard_0200000_0299999,train,PVyHZ65Fny0,866,221352,222217,0,1,True
Dataset_Shard_0200000_0299999,train,Pft9pKcpJfQ,3447,223418,226864,0,1,True
Dataset_Shard_0200000_0299999,train,Pxfgv-VzJb8,672,226865,227536,0,1,True
Dataset_Shard_0200000_0299999,train,Q3-hgENLscU,968,227537,228504,0,1,True
Dataset_Shard_0200000_0299999,train,QGuO3Ikm9L0,1283,228505,229787,0,1,True
Dataset_Shard_0200000_0299999,train,QPaAUPP0L2s,1615,232230,233844,0,1,True
Dataset_Shard_0200000_0299999,train,QRGS3EjB5I4,629,233845,234473,0,1,True
Dataset_Shard_0200000_0299999,train,QZqfMruo1-w,551,235273,235823,0,1,True
Dataset_Shard_0200000_0299999,train,R2AgAYViA-Q,935,235824,236758,0,1,True
Dataset_Shard_0200000_0299999,train,R8C5qDxBYj0,1221,236759,237979,0,1,True
Dataset_Shard_0200000_0299999,train,ROt4Y-lkzD8,562,237980,238541,0,1,True
Dataset_Shard_0200000_0299999,train,RUu5-e13gZw,396,238542,238937,0,1,True
Dataset_Shard_0200000_0299999,train,RWeESNvnYQs,564,238938,239501,0,1,True
Dataset_Shard_0200000_0299999,train,RXnWs2i_f2w,1351,239502,240852,0,1,True
Dataset_Shard_0200000_0299999,train,RjAhTdGaZpw,1303,240853,242155,0,1,True
Dataset_Shard_0200000_0299999,train,RrCuR6tPFxI,641,242156,242796,0,1,True
Dataset_Shard_0200000_0299999,train,S9MeH6oej30,715,243541,244255,0,1,True
Dataset_Shard_0200000_0299999,train,SJcqdf3mIc8,89,244256,244344,0,1,True
Dataset_Shard_0200000_0299999,train,SWqtN9u71FI,1276,244345,245620,0,1,True
Dataset_Shard_0200000_0299999,train,SjbNwQc9Uko,1353,245621,246973,0,1,True
Dataset_Shard_0200000_0299999,train,SpUWKtLtTN8,1111,246974,248084,0,1,True
Dataset_Shard_0200000_0299999,train,SrkeG7CkkJY,1046,248085,249130,0,1,True
Dataset_Shard_0200000_0299999,train,SsxtoWJHb4o,859,249131,249989,0,1,True
Dataset_Shard_0200000_0299999,train,TDCUZ3rN6H8,1138,249990,251127,0,1,True
Dataset_Shard_0200000_0299999,train,TLUD5I3rzoc,800,251128,251927,0,1,True
Dataset_Shard_0200000_0299999,train,T_FBIBGomLM,1591,253259,254849,0,1,True
Dataset_Shard_0200000_0299999,train,TcjaEAyS8ts,791,254850,255640,0,1,True
Dataset_Shard_0200000_0299999,train,TlGCU7dVYvo,874,255641,256514,0,1,True
Dataset_Shard_0200000_0299999,train,Tn_MfGExzrw,339,256515,256853,0,1,True
Dataset_Shard_0200000_0299999,train,TqH1zY7HkZE,1008,256854,257861,0,1,True
Dataset_Shard_0200000_0299999,train,TxDFFE1BV8k,682,257862,258543,0,1,True
Dataset_Shard_0200000_0299999,train,U5_e_c9A3Rc,475,258544,259018,0,1,True
Dataset_Shard_0200000_0299999,train,U7HzviIwyfs,3430,259019,262448,0,1,True
Dataset_Shard_0200000_0299999,train,UFtV7H3fdIs,510,262449,262958,0,1,True
Dataset_Shard_0200000_0299999,train,UQfPmUjyJUM,768,262959,263726,0,1,True
Dataset_Shard_0200000_0299999,train,UTkGQGJkQcM,953,263727,264679,0,1,True
Dataset_Shard_0200000_0299999,train,UVKesI-XW-I,641,264680,265320,0,1,True
Dataset_Shard_0200000_0299999,train,UhLOi799970,1059,265321,266379,0,1,True
Dataset_Shard_0200000_0299999,train,Ursk6DLqdv4,1083,266380,267462,0,1,True
Dataset_Shard_0200000_0299999,train,UzHgEVKrIqc,689,267463,268151,0,1,True
Dataset_Shard_0200000_0299999,train,WNqNsRzvBvo,603,268152,268754,0,1,True
Dataset_Shard_0200000_0299999,train,WQGAJwFwH0w,686,268755,269440,0,1,True
Dataset_Shard_0200000_0299999,train,WRYnLiiVC_o,682,269441,270122,0,1,True
Dataset_Shard_0200000_0299999,train,WaNC6Haohmo,682,270123,270804,0,1,True
Dataset_Shard_0200000_0299999,train,WomgOCKLrVc,705,270805,271509,0,1,True
Dataset_Shard_0200000_0299999,train,Wxgkda9YiHw,922,271510,272431,0,1,True
Dataset_Shard_0200000_0299999,train,WzV4jMKBeew,644,272432,273075,0,1,True
Dataset_Shard_0200000_0299999,train,X5tZRyCgJK8,662,273076,273737,0,1,True
Dataset_Shard_0200000_0299999,train,X7orN2iRgls,884,273738,274621,0,1,True
Dataset_Shard_0200000_0299999,train,XCsmC9bEuDg,1925,274622,276546,0,1,True
Dataset_Shard_0200000_0299999,train,XHK8f0jmGFw,470,276547,277016,0,1,True
Dataset_Shard_0200000_0299999,train,XK0SUybge_0,477,277017,277493,0,1,True
Dataset_Shard_0200000_0299999,train,XRtazMBnC9Y,284,277494,277777,0,1,True
Dataset_Shard_0200000_0299999,train,XSkVffeCQ8c,440,277778,278217,0,1,True
Dataset_Shard_0200000_0299999,train,Xb5EGVKJPoI,919,278218,279136,0,1,True
Dataset_Shard_0200000_0299999,train,XhaQLBKD6Sc,622,279137,279758,0,1,True
Dataset_Shard_0200000_0299999,train,Xkv0iBd50dQ,1073,279759,280831,0,1,True
Dataset_Shard_0200000_0299999,train,Xr0VL5ak2YA,168,280832,280999,0,1,True
Dataset_Shard_0200000_0299999,train,Y1rsLA_zWpw,410,281000,281409,0,1,True
Dataset_Shard_0200000_0299999,train,YLFEJ_74Qps,594,282472,283065,0,1,True
Dataset_Shard_0200000_0299999,train,YTTraNue048,768,283917,284684,0,1,True
Dataset_Shard_0200000_0299999,train,YUA8cOH4wTA,671,284685,285355,0,1,True
Dataset_Shard_0200000_0299999,train,Yg5Ssy3qkgQ,1035,285356,286390,0,1,True
Dataset_Shard_0200000_0299999,train,Ykj7lbApeTs,622,286391,287012,0,1,True
Dataset_Shard_0200000_0299999,train,YweVXE4EVWM,2161,287223,289383,0,1,True
Dataset_Shard_0200000_0299999,train,Z3wah38KgoA,498,289384,289881,0,1,True
Dataset_Shard_0200000_0299999,train,ZBsE2JWimj0,842,289882,290723,0,1,True
