video_id,frames,first_frame_id,last_frame_id,frame_id_span,frame_id_gaps,missing_frame_ids,min_frame_step,max_frame_step,continuous,num_shards,shards,split
XCsmC9bEuDg,1925,274622,276546,1925,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
gtUBWqX0ceM,1924,351532,353455,1924,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
h6yjx26N9WE,1923,353456,355378,1923,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
aykwHkSTKps,1910,297413,299322,1910,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
qs-2SwlcufA,1851,434059,435909,1851,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
J72oRFQXj5o,1839,162817,164655,1839,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,test
euGB9ACrIrg,1822,330918,332739,1822,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
I3ynWCdH9-Q,1820,152756,154575,1820,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,test
oN1DmJvfFYU,1815,407828,409642,1815,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
lMNq15l1QT0,1807,383642,385448,1807,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
LsLsb6ON3HA,1792,181163,182954,1792,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
J2BXGfLbEQk,1787,160072,161858,1787,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,test
3YwJ5Fzodfk,1782,32253,34034,1782,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
gRZZVFAq8-s,1738,344874,346611,1738,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
zo9h0PqVn-U,1726,497841,499566,1726,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
NnlJ2WtQxhw,1724,204858,206581,1724,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
n-F9z5TA1vE,1715,392763,394477,1715,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
KWLQZy3Trfc,1666,170942,172607,1666,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
l7F1MHpB1u0,1651,380377,382027,1651,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,val
Aymbap8XcG8,1636,97416,99051,1636,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
AKC7bYyldHo,1625,92067,93691,1625,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
QPaAUPP0L2s,1615,232230,233844,1615,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
sTE1jXTBt6s,1597,443381,444977,1597,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
uwuY48k-xus,1594,461030,462623,1594,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
T_FBIBGomLM,1591,253259,254849,1591,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
ltNtwExtVa4,1590,387685,389274,1590,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
De9wq1vFUVo,1589,124103,125691,1589,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
9oBVaGfsKf4,1581,85861,87441,1581,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
w40fRDQNQo4,1575,465880,467454,1575,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
oYJk9jqnp5E,1565,411939,413503,1565,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
oOmQQ_LW06o,1563,409643,411205,1563,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
AXEbpZ0lhEM,1542,94775,96316,1542,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
zUXPNRKCJqk,1541,492158,493698,1541,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
9azhMaMU4Eo,1524,82322,83845,1524,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,test
yR15HSy2iYM,1521,479944,481464,1521,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
gZNb0Jwiu7c,1517,346612,348128,1517,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
QJ-yAwmzwSs,1513,229788,231300,1513,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,test
phc99Ienk8Q,1510,425015,426524,1510,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
Bdy36xv68Fs,1499,103283,104781,1499,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
odXf_O2kwg8,1499,413504,415002,1499,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
ysLwpEhLkqI,1496,482945,484440,1496,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,val
ybDcIfdcUVU,1480,481465,482944,1480,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
lxHmqyU2TSc,1479,389275,390753,1479,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,val
0FxsmwVeriw,1478,7667,9144,1478,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
4FjwzNlLCdU,1475,38382,39856,1475,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
Ctp1DySPKS0,1475,115400,116874,1475,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
7ZUOn2pZRls,1462,68943,70404,1462,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
bGaEvKvZWas,1459,302733,304191,1459,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
bDs_lr_2dpg,1452,301119,302570,1452,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
5USYVhzhMes,1447,49947,51393,1447,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
2RUNdnb2B1w,1437,25734,27170,1437,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,val
i4AW7iRDqsU,1430,361285,362714,1430,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,val
ciLvB2zwaOE,1424,315000,316423,1424,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
cPcyix9lBG0,1419,312591,314009,1419,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
MQ0rcxyT_18,1416,188725,190140,1416,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
cxKVZ0NO0V4,1416,317538,318953,1416,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
nNJK2P8gqPA,1409,398011,399419,1409,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
77rVIqWlxNU,1408,64923,66330,1408,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
E5eP26MKE98,1407,130174,131580,1407,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
gFTV_Kjw3OE,1401,340876,342276,1401,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
hw40llsYXWQ,1387,359458,360844,1387,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
-J04CE5dA74,1382,539,1920,1382,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
ytmhoYpa1ws,1379,484441,485819,1379,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
SjbNwQc9Uko,1353,245621,246973,1353,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
1FhZqPfKWjE,1351,17392,18742,1351,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
RXnWs2i_f2w,1351,239502,240852,1351,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
DOjCrrrGa5s,1348,120996,122343,1348,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
Nt95VxNw1JA,1348,207204,208551,1348,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
bQ869A6Z27I,1344,304192,305535,1344,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
uLa8mjhrP18,1343,454286,455628,1343,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,test
1ER3kxd2RvQ,1340,16052,17391,1340,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
ePQhPKVW2vk,1333,327276,328608,1333,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
TMhssQ2rLOc,1331,251928,253258,1331,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,val
NjNROlXjW5I,1328,203530,204857,1328,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
kOD48vrvC9c,1320,374311,375630,1320,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
xKtXanP9FYk,1312,474372,475683,1312,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
0ZSqAjagrVo,1307,11270,12576,1307,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
RjAhTdGaZpw,1303,240853,242155,1303,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
qBFGirFLB38,1289,429357,430645,1289,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
gQmCY2PXvtQ,1285,343589,344873,1285,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
QGuO3Ikm9L0,1283,228505,229787,1283,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
wNvrCt-FlUo,1281,467455,468735,1281,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
SWqtN9u71FI,1276,244345,245620,1276,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
Fi_z7GBejhs,1275,141467,142741,1275,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
24jIoFvJ_7o,1271,22833,24103,1271,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,val
LxB4fZIr6QM,1269,182955,184223,1269,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
A2dimG5cbgc,1268,88781,90048,1268,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
AE1Dd0KPmlw,1258,90049,91306,1258,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
ncZh6hd-xIk,1255,401647,402901,1255,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
fVXYoBINHcs,1254,336738,337991,1254,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
MoldpStWdSM,1247,191993,193239,1247,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
gcMtz5Gyj2A,1247,348129,349375,1247,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
CiYlq0pHhnM,1239,113135,114373,1239,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
aKAbodQ83uk,1234,294315,295548,1234,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
9AE2GviExXs,1233,80324,81556,1233,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
q4vz6MTv3g8,1227,428130,429356,1227,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
OOXpm9RUBr4,1224,213408,214631,1224,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
kxunkO4v048,1224,379153,380376,1224,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,val
0U2jrFZuBZM,1221,10049,11269,1221,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
JricrURk4aQ,1221,168023,169243,1221,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
R8C5qDxBYj0,1221,236759,237979,1221,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
5sNeoy5PKug,1220,52201,53420,1220,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
dtf0Qt8rCPE,1220,321556,322775,1220,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
5smiMjCVrkg,1216,53421,54636,1216,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
lEgp6oBfREo,1216,382028,383243,1216,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
nvGSZykPC-E,1216,404637,405852,1216,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
e6FMbxEpdus,1214,324175,325388,1214,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,val
K_9S0CZoNLw,1210,172608,173817,1210,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
51bXx1vyjBE,1207,44309,45515,1207,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
7HV-wL3jJ5U,1203,66789,67991,1203,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,val
nhbz8VTchUE,1203,403434,404636,1203,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
PfsdriLJNvI,1200,222218,223417,1200,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,test
-VAjjH6TTts,1194,2378,3571,1194,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,test
DlBR2IuS-_Q,1182,126502,127683,1182,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
Nd5eAZn0k8Q,1178,201775,202952,1178,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
sMUdNbpJLWw,1170,442211,443380,1170,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
qJHtaMqYzd8,1169,430646,431814,1169,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
n7YqEWvxyrA,1164,396847,398010,1164,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
L_MDy-YN-qU,1163,179742,180904,1163,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,val
fOLyRAD-0Zw,1162,335576,336737,1162,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,val
FzpQ92s8Idw,1157,142742,143898,1157,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
5HzD-gmSlU0,1152,48263,49414,1152,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
nVCvscVOQJM,1150,399884,401033,1150,0,0,1,1,True,2,Dataset_Shard_0300000_0399999|Dataset_Shard_0400000_0499999,test
b7nnK-iWh_s,1149,299970,301118,1149,0,0,1,1,True,2,Dataset_Shard_0200000_0299999|Dataset_Shard_0300000_0399999,train
5GLtwzZw3tc,1146,47117,48262,1146,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
kMMFVGirbAo,1141,373170,374310,1141,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,test
TDCUZ3rN6H8,1138,249990,251127,1138,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
lpi9Yuj2Lk_,1112,386573,387684,1112,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
SpUWKtLtTN8,1111,246974,248084,1111,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
P42sNbDRQVI,1102,215071,216172,1102,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
8BgfmtrtmLI,1101,73813,74913,1101,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
jzgW4PGt3XE,1101,372069,373169,1101,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,val
LY8eSMG5Zg_,1100,178642,179741,1100,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
MKXS5-a6wB4,1100,185637,186736,1100,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
eg5ydF06A9U,1099,329457,330555,1099,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
FF6KGtNtiwQ,1098,135603,136700,1098,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
3PHrXAE7new,1095,31158,32252,1095,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,val
FhpkDxLChRA,1094,140373,141466,1094,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
tFReD_CSTZQ,1094,446655,447748,1094,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,test
wi-keYwDk1s,1086,471608,472693,1086,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
Ursk6DLqdv4,1083,266380,267462,1083,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
DZHdNtwKBMo,1079,123024,124102,1079,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
aIi6zkwglCM,1078,293237,294314,1078,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
4OwtoyYoSKY,1075,40739,41813,1075,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
Xkv0iBd50dQ,1073,279759,280831,1073,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
og-5KsPqZrA,1071,415811,416881,1071,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
sM1dnw-TOcE,1066,441145,442210,1066,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,test
YBdiEmhvUL4,1062,281410,282471,1062,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,val
UhLOi799970,1059,265321,266379,1059,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
6oSMlrVPW8w,1056,58884,59939,1056,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
F89GbwV1duU,1052,134551,135602,1052,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
2KbVOj8YcRw,1046,24688,25733,1046,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
SrkeG7CkkJY,1046,248085,249130,1046,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
bkQ5uGu5qE8,1045,306193,307237,1045,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
NTTKigtDFOM,1044,199899,200942,1044,0,0,1,1,True,2,Dataset_Shard_0100000_0199999|Dataset_Shard_0200000_0299999,val
Mb1sAgqD2zk,1041,190952,191992,1041,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
ir37UNwA0L8,1039,365529,366567,1039,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
kwXkEFlx1Q4,1038,377648,378685,1038,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
FUGgFV3WFig,1035,139338,140372,1035,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
Yg5Ssy3qkgQ,1035,285356,286390,1035,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
Cl1w60d8Tqc,1026,114374,115399,1026,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
uJLCrvIrjqA,1026,453260,454285,1026,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
CIc39aXlHRY,1023,106843,107865,1023,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
5Cq1OqWFAzw,1020,46097,47116,1020,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,test
CIkvuF5f6ak,1020,107866,108885,1020,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,val
2aDuMKNR8Z0,1008,28113,29120,1008,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
TqH1zY7HkZE,1008,256854,257861,1008,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
8rYV4ViS9U4,1007,77659,78665,1007,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
snGQA5LPehE,1006,444978,445983,1006,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
8e9ejcfVQfY,1004,75681,76684,1004,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,test
IWAeIhWK8k0,991,156414,157404,991,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
FFcXOiRGMaU,990,136701,137690,990,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
m8cxfdV2LB4,983,391239,392221,983,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
joZScleEqcM,982,370627,371608,982,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
PAp-oCbJbao,981,216173,217153,981,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
xfv3d809TTc,981,477596,478576,981,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,test
fM0ea2tSBNQ,980,334596,335575,980,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
n72VzMg9PvU,976,395871,396846,976,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,test
DwsiVdwkl_M,975,128331,129305,975,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
4ZL5KtH01eQ,974,41814,42787,974,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
8efNcdaz4zU,974,76685,77658,974,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
DN3a8fF6FtU,972,120024,120995,972,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
NxPc-RxaurE,968,209077,210044,968,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,val
Q3-hgENLscU,968,227537,228504,968,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
J2x0zNcfLzg,958,161859,162816,958,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,test
z4KIYSXA8OY,955,487426,488380,955,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
zg_dwcSRLxo,954,496066,497019,954,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,val
UTkGQGJkQcM,953,263727,264679,953,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
7Uke7HVpaeA,951,67992,68942,951,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
2ZnT6CqmPoQ,942,27171,28112,942,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
zsbl6oa5pGQ,940,499567,500506,940,0,0,1,1,True,2,Dataset_Shard_0400000_0499999|Dataset_Shard_0500000_0599999,train
lOe0gTapJ1k,937,385449,386385,937,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
R2AgAYViA-Q,935,235824,236758,935,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
HrG_CiyMH7A,933,150762,151694,933,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
twyPRvVFhZM,930,452330,453259,930,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
K1-1564mVaE,929,169244,170172,929,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
QLqrGlVdPCw,929,231301,232229,929,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,test
tMUc1b6NHsk,928,448904,449831,928,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
Mwqts-3PkoQ,927,193787,194713,927,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
ui7IAukQXtI,925,457839,458763,925,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
IwlK3JWqWhA,923,159149,160071,923,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
7nFvvB200qQ,922,70859,71780,922,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
JF1WHXagVBg,922,165343,166264,922,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
Wxgkda9YiHw,922,271510,272431,922,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
BDFwFmaztC0,920,101218,102137,920,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
qkQttwJ0DEY,920,432296,433215,920,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
Xb5EGVKJPoI,919,278218,279136,919,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
sAhIK9HKTqs,919,439759,440677,919,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
wXJY7EQy4Ns,917,469527,470443,917,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,val
za-_NYW8Mjo,916,494386,495301,916,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
-jo_cPHYmjg,915,4109,5023,915,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,test
B5IAda_ZR3Q,906,100312,101217,906,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
PCuj0aU8-4E,905,217666,218570,905,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
uu2DI2YM5VY,902,460128,461029,902,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
87ygy8_a7Uk,893,72920,73812,893,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
Zcn7rbz3Xqc,893,292344,293236,893,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
hY6RjtE0L18,887,356577,357463,887,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,test
kmoiuVMBrJg,886,376762,377647,886,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
FNFe75hIKd4,885,138453,139337,885,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
X7orN2iRgls,884,273738,274621,884,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
4KfWaQz2Qxg,882,39857,40738,882,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
bnVPLUTCR7U,879,307238,308116,879,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
e0x_uAwuUVE,878,322776,323653,878,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,val
M0U21_jIkjs,876,184224,185099,876,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
PGb6eporHd4,874,219335,220208,874,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
TlGCU7dVYvo,874,255641,256514,874,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
btNRAupsVCA,873,308117,308989,873,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
rJL6f0C3zVk,872,436436,437307,872,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
4EtAcruEhTI,870,36951,37820,870,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
1jkQfyIl7Kg,868,21312,22179,868,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
EQhbPGMfvZU,866,132277,133142,866,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
PVyHZ65Fny0,866,221352,222217,866,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
xLp8iOxXFxo,864,475684,476547,864,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
eAyLA25v2ls,863,325389,326251,863,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
gcsbxVIuYr4,863,349376,350238,863,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
rSvMG28dPqk,860,437873,438732,860,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,test
SsxtoWJHb4o,859,249131,249989,859,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
