video_id,frames,splits,shards,num_shards,first_frame_id,last_frame_id,frame_id_span,frame_id_gaps,missing_frame_ids,min_frame_step,max_frame_step,continuous,extensions
KWLQZy3Trfc,1666,train,Dataset_Shard_0100000_0199999,1,170942,172607,1666,0,0,1,1,True,
l7F1MHpB1u0,1651,val,Dataset_Shard_0300000_0399999,1,380377,382027,1651,0,0,1,1,True,
Aymbap8XcG8,1636,train,Dataset_Shard_0000000_0099999,1,97416,99051,1636,0,0,1,1,True,
AKC7bYyldHo,1625,train,Dataset_Shard_0000000_0099999,1,92067,93691,1625,0,0,1,1,True,
QPaAUPP0L2s,1615,train,Dataset_Shard_0200000_0299999,1,232230,233844,1615,0,0,1,1,True,
sTE1jXTBt6s,1597,train,Dataset_Shard_0400000_0499999,1,443381,444977,1597,0,0,1,1,True,
uwuY48k-xus,1594,train,Dataset_Shard_0400000_0499999,1,461030,462623,1594,0,0,1,1,True,
T_FBIBGomLM,1591,train,Dataset_Shard_0200000_0299999,1,253259,254849,1591,0,0,1,1,True,
ltNtwExtVa4,1590,train,Dataset_Shard_0300000_0399999,1,387685,389274,1590,0,0,1,1,True,
De9wq1vFUVo,1589,train,Dataset_Shard_0100000_0199999,1,124103,125691,1589,0,0,1,1,True,
9oBVaGfsKf4,1581,train,Dataset_Shard_0000000_0099999,1,85861,87441,1581,0,0,1,1,True,
w40fRDQNQo4,1575,train,Dataset_Shard_0400000_0499999,1,465880,467454,1575,0,0,1,1,True,
oYJk9jqnp5E,1565,train,Dataset_Shard_0400000_0499999,1,411939,413503,1565,0,0,1,1,True,
oOmQQ_LW06o,1563,train,Dataset_Shard_0400000_0499999,1,409643,411205,1563,0,0,1,1,True,
AXEbpZ0lhEM,1542,train,Dataset_Shard_0000000_0099999,1,94775,96316,1542,0,0,1,1,True,
zUXPNRKCJqk,1541,train,Dataset_Shard_0400000_0499999,1,492158,493698,1541,0,0,1,1,True,
9azhMaMU4Eo,1524,test,Dataset_Shard_0000000_0099999,1,82322,83845,1524,0,0,1,1,True,
yR15HSy2iYM,1521,train,Dataset_Shard_0400000_0499999,1,479944,481464,1521,0,0,1,1,True,
gZNb0Jwiu7c,1517,train,Dataset_Shard_0300000_0399999,1,346612,348128,1517,0,0,1,1,True,
QJ-yAwmzwSs,1513,test,Dataset_Shard_0200000_0299999,1,229788,231300,1513,0,0,1,1,True,
phc99Ienk8Q,1510,train,Dataset_Shard_0400000_0499999,1,425015,426524,1510,0,0,1,1,True,
Bdy36xv68Fs,1499,train,Dataset_Shard_0100000_0199999,1,103283,104781,1499,0,0,1,1,True,
odXf_O2kwg8,1499,train,Dataset_Shard_0400000_0499999,1,413504,415002,1499,0,0,1,1,True,
ysLwpEhLkqI,1496,val,Dataset_Shard_0400000_0499999,1,482945,484440,1496,0,0,1,1,True,
ybDcIfdcUVU,1480,train,Dataset_Shard_0400000_0499999,1,481465,482944,1480,0,0,1,1,True,
lxHmqyU2TSc,1479,val,Dataset_Shard_0300000_0399999,1,389275,390753,1479,0,0,1,1,True,
0FxsmwVeriw,1478,train,Dataset_Shard_0000000_0099999,1,7667,9144,1478,0,0,1,1,True,
4FjwzNlLCdU,1475,train,Dataset_Shard_0000000_0099999,1,38382,39856,1475,0,0,1,1,True,
Ctp1DySPKS0,1475,train,Dataset_Shard_0100000_0199999,1,115400,116874,1475,0,0,1,1,True,
7ZUOn2pZRls,1462,train,Dataset_Shard_0000000_0099999,1,68943,70404,1462,0,0,1,1,True,
bGaEvKvZWas,1459,train,Dataset_Shard_0300000_0399999,1,302733,304191,1459,0,0,1,1,True,
bDs_lr_2dpg,1452,train,Dataset_Shard_0300000_0399999,1,301119,302570,1452,0,0,1,1,True,
5USYVhzhMes,1447,train,Dataset_Shard_0000000_0099999,1,49947,51393,1447,0,0,1,1,True,
2RUNdnb2B1w,1437,val,Dataset_Shard_0000000_0099999,1,25734,27170,1437,0,0,1,1,True,
i4AW7iRDqsU,1430,val,Dataset_Shard_0300000_0399999,1,361285,362714,1430,0,0,1,1,True,
ciLvB2zwaOE,1424,train,Dataset_Shard_0300000_0399999,1,315000,316423,1424,0,0,1,1,True,
cPcyix9lBG0,1419,train,Dataset_Shard_0300000_0399999,1,312591,314009,1419,0,0,1,1,True,
MQ0rcxyT_18,1416,train,Dataset_Shard_0100000_0199999,1,188725,190140,1416,0,0,1,1,True,
cxKVZ0NO0V4,1416,train,Dataset_Shard_0300000_0399999,1,317538,318953,1416,0,0,1,1,True,
nNJK2P8gqPA,1409,train,Dataset_Shard_0300000_0399999,1,398011,399419,1409,0,0,1,1,True,
77rVIqWlxNU,1408,train,Dataset_Shard_0000000_0099999,1,64923,66330,1408,0,0,1,1,True,
E5eP26MKE98,1407,train,Dataset_Shard_0100000_0199999,1,130174,131580,1407,0,0,1,1,True,
gFTV_Kjw3OE,1401,train,Dataset_Shard_0300000_0399999,1,340876,342276,1401,0,0,1,1,True,
hw40llsYXWQ,1387,train,Dataset_Shard_0300000_0399999,1,359458,360844,1387,0,0,1,1,True,
-J04CE5dA74,1382,train,Dataset_Shard_0000000_0099999,1,539,1920,1382,0,0,1,1,True,
ytmhoYpa1ws,1379,train,Dataset_Shard_0400000_0499999,1,484441,485819,1379,0,0,1,1,True,
SjbNwQc9Uko,1353,train,Dataset_Shard_0200000_0299999,1,245621,246973,1353,0,0,1,1,True,
1FhZqPfKWjE,1351,train,Dataset_Shard_0000000_0099999,1,17392,18742,1351,0,0,1,1,True,
RXnWs2i_f2w,1351,train,Dataset_Shard_0200000_0299999,1,239502,240852,1351,0,0,1,1,True,
DOjCrrrGa5s,1348,train,Dataset_Shard_0100000_0199999,1,120996,122343,1348,0,0,1,1,True,
Nt95VxNw1JA,1348,train,Dataset_Shard_0200000_0299999,1,207204,208551,1348,0,0,1,1,True,
bQ869A6Z27I,1344,train,Dataset_Shard_0300000_0399999,1,304192,305535,1344,0,0,1,1,True,
uLa8mjhrP18,1343,test,Dataset_Shard_0400000_0499999,1,454286,455628,1343,0,0,1,1,True,
1ER3kxd2RvQ,1340,train,Dataset_Shard_0000000_0099999,1,16052,17391,1340,0,0,1,1,True,
ePQhPKVW2vk,1333,train,Dataset_Shard_0300000_0399999,1,327276,328608,1333,0,0,1,1,True,
TMhssQ2rLOc,1331,val,Dataset_Shard_0200000_0299999,1,251928,253258,1331,0,0,1,1,True,
NjNROlXjW5I,1328,train,Dataset_Shard_0200000_0299999,1,203530,204857,1328,0,0,1,1,True,
kOD48vrvC9c,1320,train,Dataset_Shard_0300000_0399999,1,374311,375630,1320,0,0,1,1,True,
xKtXanP9FYk,1312,train,Dataset_Shard_0400000_0499999,1,474372,475683,1312,0,0,1,1,True,
0ZSqAjagrVo,1307,train,Dataset_Shard_0000000_0099999,1,11270,12576,1307,0,0,1,1,True,
RjAhTdGaZpw,1303,train,Dataset_Shard_0200000_0299999,1,240853,242155,1303,0,0,1,1,True,
qBFGirFLB38,1289,train,Dataset_Shard_0400000_0499999,1,429357,430645,1289,0,0,1,1,True,
gQmCY2PXvtQ,1285,train,Dataset_Shard_0300000_0399999,1,343589,344873,1285,0,0,1,1,True,
QGuO3Ikm9L0,1283,train,Dataset_Shard_0200000_0299999,1,228505,229787,1283,0,0,1,1,True,
wNvrCt-FlUo,1281,train,Dataset_Shard_0400000_0499999,1,467455,468735,1281,0,0,1,1,True,
SWqtN9u71FI,1276,train,Dataset_Shard_0200000_0299999,1,244345,245620,1276,0,0,1,1,True,
Fi_z7GBejhs,1275,train,Dataset_Shard_0100000_0199999,1,141467,142741,1275,0,0,1,1,True,
24jIoFvJ_7o,1271,val,Dataset_Shard_0000000_0099999,1,22833,24103,1271,0,0,1,1,True,
LxB4fZIr6QM,1269,train,Dataset_Shard_0100000_0199999,1,182955,184223,1269,0,0,1,1,True,
A2dimG5cbgc,1268,train,Dataset_Shard_0000000_0099999,1,88781,90048,1268,0,0,1,1,True,
AE1Dd0KPmlw,1258,train,Dataset_Shard_0000000_0099999,1,90049,91306,1258,0,0,1,1,True,
ncZh6hd-xIk,1255,train,Dataset_Shard_0400000_0499999,1,401647,402901,1255,0,0,1,1,True,
fVXYoBINHcs,1254,train,Dataset_Shard_0300000_0399999,1,336738,337991,1254,0,0,1,1,True,
MoldpStWdSM,1247,train,Dataset_Shard_0100000_0199999,1,191993,193239,1247,0,0,1,1,True,
gcMtz5Gyj2A,1247,train,Dataset_Shard_0300000_0399999,1,348129,349375,1247,0,0,1,1,True,
CiYlq0pHhnM,1239,train,Dataset_Shard_0100000_0199999,1,113135,114373,1239,0,0,1,1,True,
aKAbodQ83uk,1234,train,Dataset_Shard_0200000_0299999,1,294315,295548,1234,0,0,1,1,True,
9AE2GviExXs,1233,train,Dataset_Shard_0000000_0099999,1,80324,81556,1233,0,0,1,1,True,
q4vz6MTv3g8,1227,train,Dataset_Shard_0400000_0499999,1,428130,429356,1227,0,0,1,1,True,
OOXpm9RUBr4,1224,train,Dataset_Shard_0200000_0299999,1,213408,214631,1224,0,0,1,1,True,
kxunkO4v048,1224,val,Dataset_Shard_0300000_0399999,1,379153,380376,1224,0,0,1,1,True,
0U2jrFZuBZM,1221,train,Dataset_Shard_0000000_0099999,1,10049,11269,1221,0,0,1,1,True,
JricrURk4aQ,1221,train,Dataset_Shard_0100000_0199999,1,168023,169243,1221,0,0,1,1,True,
R8C5qDxBYj0,1221,train,Dataset_Shard_0200000_0299999,1,236759,237979,1221,0,0,1,1,True,
5sNeoy5PKug,1220,train,Dataset_Shard_0000000_0099999,1,52201,53420,1220,0,0,1,1,True,
dtf0Qt8rCPE,1220,train,Dataset_Shard_0300000_0399999,1,321556,322775,1220,0,0,1,1,True,
5smiMjCVrkg,1216,train,Dataset_Shard_0000000_0099999,1,53421,54636,1216,0,0,1,1,True,
lEgp6oBfREo,1216,train,Dataset_Shard_0300000_0399999,1,382028,383243,1216,0,0,1,1,True,
nvGSZykPC-E,1216,train,Dataset_Shard_0400000_0499999,1,404637,405852,1216,0,0,1,1,True,
e6FMbxEpdus,1214,val,Dataset_Shard_0300000_0399999,1,324175,325388,1214,0,0,1,1,True,
K_9S0CZoNLw,1210,train,Dataset_Shard_0100000_0199999,1,172608,173817,1210,0,0,1,1,True,
51bXx1vyjBE,1207,train,Dataset_Shard_0000000_0099999,1,44309,45515,1207,0,0,1,1,True,
7HV-wL3jJ5U,1203,val,Dataset_Shard_0000000_0099999,1,66789,67991,1203,0,0,1,1,True,
nhbz8VTchUE,1203,train,Dataset_Shard_0400000_0499999,1,403434,404636,1203,0,0,1,1,True,
PfsdriLJNvI,1200,test,Dataset_Shard_0200000_0299999,1,222218,223417,1200,0,0,1,1,True,
-VAjjH6TTts,1194,test,Dataset_Shard_0000000_0099999,1,2378,3571,1194,0,0,1,1,True,
DlBR2IuS-_Q,1182,train,Dataset_Shard_0100000_0199999,1,126502,127683,1182,0,0,1,1,True,
Nd5eAZn0k8Q,1178,train,Dataset_Shard_0200000_0299999,1,201775,202952,1178,0,0,1,1,True,
sMUdNbpJLWw,1170,train,Dataset_Shard_0400000_0499999,1,442211,443380,1170,0,0,1,1,True,
qJHtaMqYzd8,1169,train,Dataset_Shard_0400000_0499999,1,430646,431814,1169,0,0,1,1,True,
n7YqEWvxyrA,1164,train,Dataset_Shard_0300000_0399999,1,396847,398010,1164,0,0,1,1,True,
L_MDy-YN-qU,1163,val,Dataset_Shard_0100000_0199999,1,179742,180904,1163,0,0,1,1,True,
fOLyRAD-0Zw,1162,val,Dataset_Shard_0300000_0399999,1,335576,336737,1162,0,0,1,1,True,
FzpQ92s8Idw,1157,train,Dataset_Shard_0100000_0199999,1,142742,143898,1157,0,0,1,1,True,
5HzD-gmSlU0,1152,train,Dataset_Shard_0000000_0099999,1,48263,49414,1152,0,0,1,1,True,
nVCvscVOQJM,1150,test,Dataset_Shard_0300000_0399999|Dataset_Shard_0400000_0499999,2,399884,401033,1150,0,0,1,1,True,
b7nnK-iWh_s,1149,train,Dataset_Shard_0200000_0299999|Dataset_Shard_0300000_0399999,2,299970,301118,1149,0,0,1,1,True,
5GLtwzZw3tc,1146,train,Dataset_Shard_0000000_0099999,1,47117,48262,1146,0,0,1,1,True,
kMMFVGirbAo,1141,test,Dataset_Shard_0300000_0399999,1,373170,374310,1141,0,0,1,1,True,
TDCUZ3rN6H8,1138,train,Dataset_Shard_0200000_0299999,1,249990,251127,1138,0,0,1,1,True,
lpi9Yuj2Lk_,1112,train,Dataset_Shard_0300000_0399999,1,386573,387684,1112,0,0,1,1,True,
SpUWKtLtTN8,1111,train,Dataset_Shard_0200000_0299999,1,246974,248084,1111,0,0,1,1,True,
P42sNbDRQVI,1102,train,Dataset_Shard_0200000_0299999,1,215071,216172,1102,0,0,1,1,True,
8BgfmtrtmLI,1101,train,Dataset_Shard_0000000_0099999,1,73813,74913,1101,0,0,1,1,True,
jzgW4PGt3XE,1101,val,Dataset_Shard_0300000_0399999,1,372069,373169,1101,0,0,1,1,True,
LY8eSMG5Zg_,1100,train,Dataset_Shard_0100000_0199999,1,178642,179741,1100,0,0,1,1,True,
MKXS5-a6wB4,1100,train,Dataset_Shard_0100000_0199999,1,185637,186736,1100,0,0,1,1,True,
eg5ydF06A9U,1099,train,Dataset_Shard_0300000_0399999,1,329457,330555,1099,0,0,1,1,True,
FF6KGtNtiwQ,1098,train,Dataset_Shard_0100000_0199999,1,135603,136700,1098,0,0,1,1,True,
3PHrXAE7new,1095,val,Dataset_Shard_0000000_0099999,1,31158,32252,1095,0,0,1,1,True,
FhpkDxLChRA,1094,train,Dataset_Shard_0100000_0199999,1,140373,141466,1094,0,0,1,1,True,
tFReD_CSTZQ,1094,test,Dataset_Shard_0400000_0499999,1,446655,447748,1094,0,0,1,1,True,
wi-keYwDk1s,1086,train,Dataset_Shard_0400000_0499999,1,471608,472693,1086,0,0,1,1,True,
Ursk6DLqdv4,1083,train,Dataset_Shard_0200000_0299999,1,266380,267462,1083,0,0,1,1,True,
DZHdNtwKBMo,1079,train,Dataset_Shard_0100000_0199999,1,123024,124102,1079,0,0,1,1,True,
aIi6zkwglCM,1078,train,Dataset_Shard_0200000_0299999,1,293237,294314,1078,0,0,1,1,True,
4OwtoyYoSKY,1075,train,Dataset_Shard_0000000_0099999,1,40739,41813,1075,0,0,1,1,True,
Xkv0iBd50dQ,1073,train,Dataset_Shard_0200000_0299999,1,279759,280831,1073,0,0,1,1,True,
og-5KsPqZrA,1071,train,Dataset_Shard_0400000_0499999,1,415811,416881,1071,0,0,1,1,True,
sM1dnw-TOcE,1066,test,Dataset_Shard_0400000_0499999,1,441145,442210,1066,0,0,1,1,True,
YBdiEmhvUL4,1062,val,Dataset_Shard_0200000_0299999,1,281410,282471,1062,0,0,1,1,True,
UhLOi799970,1059,train,Dataset_Shard_0200000_0299999,1,265321,266379,1059,0,0,1,1,True,
6oSMlrVPW8w,1056,train,Dataset_Shard_0000000_0099999,1,58884,59939,1056,0,0,1,1,True,
F89GbwV1duU,1052,train,Dataset_Shard_0100000_0199999,1,134551,135602,1052,0,0,1,1,True,
2KbVOj8YcRw,1046,train,Dataset_Shard_0000000_0099999,1,24688,25733,1046,0,0,1,1,True,
SrkeG7CkkJY,1046,train,Dataset_Shard_0200000_0299999,1,248085,249130,1046,0,0,1,1,True,
bkQ5uGu5qE8,1045,train,Dataset_Shard_0300000_0399999,1,306193,307237,1045,0,0,1,1,True,
NTTKigtDFOM,1044,val,Dataset_Shard_0100000_0199999|Dataset_Shard_0200000_0299999,2,199899,200942,1044,0,0,1,1,True,
Mb1sAgqD2zk,1041,train,Dataset_Shard_0100000_0199999,1,190952,191992,1041,0,0,1,1,True,
ir37UNwA0L8,1039,train,Dataset_Shard_0300000_0399999,1,365529,366567,1039,0,0,1,1,True,
kwXkEFlx1Q4,1038,train,Dataset_Shard_0300000_0399999,1,377648,378685,1038,0,0,1,1,True,
FUGgFV3WFig,1035,train,Dataset_Shard_0100000_0199999,1,139338,140372,1035,0,0,1,1,True,
Yg5Ssy3qkgQ,1035,train,Dataset_Shard_0200000_0299999,1,285356,286390,1035,0,0,1,1,True,
Cl1w60d8Tqc,1026,train,Dataset_Shard_0100000_0199999,1,114374,115399,1026,0,0,1,1,True,
uJLCrvIrjqA,1026,train,Dataset_Shard_0400000_0499999,1,453260,454285,1026,0,0,1,1,True,
CIc39aXlHRY,1023,train,Dataset_Shard_0100000_0199999,1,106843,107865,1023,0,0,1,1,True,
5Cq1OqWFAzw,1020,test,Dataset_Shard_0000000_0099999,1,46097,47116,1020,0,0,1,1,True,
CIkvuF5f6ak,1020,val,Dataset_Shard_0100000_0199999,1,107866,108885,1020,0,0,1,1,True,
2aDuMKNR8Z0,1008,train,Dataset_Shard_0000000_0099999,1,28113,29120,1008,0,0,1,1,True,
TqH1zY7HkZE,1008,train,Dataset_Shard_0200000_0299999,1,256854,257861,1008,0,0,1,1,True,
8rYV4ViS9U4,1007,train,Dataset_Shard_0000000_0099999,1,77659,78665,1007,0,0,1,1,True,
snGQA5LPehE,1006,train,Dataset_Shard_0400000_0499999,1,444978,445983,1006,0,0,1,1,True,
8e9ejcfVQfY,1004,test,Dataset_Shard_0000000_0099999,1,75681,76684,1004,0,0,1,1,True,
IWAeIhWK8k0,991,train,Dataset_Shard_0100000_0199999,1,156414,157404,991,0,0,1,1,True,
FFcXOiRGMaU,990,train,Dataset_Shard_0100000_0199999,1,136701,137690,990,0,0,1,1,True,
m8cxfdV2LB4,983,train,Dataset_Shard_0300000_0399999,1,391239,392221,983,0,0,1,1,True,
joZScleEqcM,982,train,Dataset_Shard_0300000_0399999,1,370627,371608,982,0,0,1,1,True,
PAp-oCbJbao,981,train,Dataset_Shard_0200000_0299999,1,216173,217153,981,0,0,1,1,True,
xfv3d809TTc,981,test,Dataset_Shard_0400000_0499999,1,477596,478576,981,0,0,1,1,True,
fM0ea2tSBNQ,980,train,Dataset_Shard_0300000_0399999,1,334596,335575,980,0,0,1,1,True,
n72VzMg9PvU,976,test,Dataset_Shard_0300000_0399999,1,395871,396846,976,0,0,1,1,True,
DwsiVdwkl_M,975,train,Dataset_Shard_0100000_0199999,1,128331,129305,975,0,0,1,1,True,
4ZL5KtH01eQ,974,train,Dataset_Shard_0000000_0099999,1,41814,42787,974,0,0,1,1,True,
8efNcdaz4zU,974,train,Dataset_Shard_0000000_0099999,1,76685,77658,974,0,0,1,1,True,
DN3a8fF6FtU,972,train,Dataset_Shard_0100000_0199999,1,120024,120995,972,0,0,1,1,True,
NxPc-RxaurE,968,val,Dataset_Shard_0200000_0299999,1,209077,210044,968,0,0,1,1,True,
Q3-hgENLscU,968,train,Dataset_Shard_0200000_0299999,1,227537,228504,968,0,0,1,1,True,
J2x0zNcfLzg,958,test,Dataset_Shard_0100000_0199999,1,161859,162816,958,0,0,1,1,True,
z4KIYSXA8OY,955,train,Dataset_Shard_0400000_0499999,1,487426,488380,955,0,0,1,1,True,
zg_dwcSRLxo,954,val,Dataset_Shard_0400000_0499999,1,496066,497019,954,0,0,1,1,True,
UTkGQGJkQcM,953,train,Dataset_Shard_0200000_0299999,1,263727,264679,953,0,0,1,1,True,
7Uke7HVpaeA,951,train,Dataset_Shard_0000000_0099999,1,67992,68942,951,0,0,1,1,True,
2ZnT6CqmPoQ,942,train,Dataset_Shard_0000000_0099999,1,27171,28112,942,0,0,1,1,True,
zsbl6oa5pGQ,940,train,Dataset_Shard_0400000_0499999|Dataset_Shard_0500000_0599999,2,499567,500506,940,0,0,1,1,True,
lOe0gTapJ1k,937,train,Dataset_Shard_0300000_0399999,1,385449,386385,937,0,0,1,1,True,
R2AgAYViA-Q,935,train,Dataset_Shard_0200000_0299999,1,235824,236758,935,0,0,1,1,True,
HrG_CiyMH7A,933,train,Dataset_Shard_0100000_0199999,1,150762,151694,933,0,0,1,1,True,
twyPRvVFhZM,930,train,Dataset_Shard_0400000_0499999,1,452330,453259,930,0,0,1,1,True,
K1-1564mVaE,929,train,Dataset_Shard_0100000_0199999,1,169244,170172,929,0,0,1,1,True,
QLqrGlVdPCw,929,test,Dataset_Shard_0200000_0299999,1,231301,232229,929,0,0,1,1,True,
tMUc1b6NHsk,928,train,Dataset_Shard_0400000_0499999,1,448904,449831,928,0,0,1,1,True,
Mwqts-3PkoQ,927,train,Dataset_Shard_0100000_0199999,1,193787,194713,927,0,0,1,1,True,
ui7IAukQXtI,925,train,Dataset_Shard_0400000_0499999,1,457839,458763,925,0,0,1,1,True,
IwlK3JWqWhA,923,train,Dataset_Shard_0100000_0199999,1,159149,160071,923,0,0,1,1,True,
7nFvvB200qQ,922,train,Dataset_Shard_0000000_0099999,1,70859,71780,922,0,0,1,1,True,
JF1WHXagVBg,922,train,Dataset_Shard_0100000_0199999,1,165343,166264,922,0,0,1,1,True,
Wxgkda9YiHw,922,train,Dataset_Shard_0200000_0299999,1,271510,272431,922,0,0,1,1,True,
BDFwFmaztC0,920,train,Dataset_Shard_0100000_0199999,1,101218,102137,920,0,0,1,1,True,
qkQttwJ0DEY,920,train,Dataset_Shard_0400000_0499999,1,432296,433215,920,0,0,1,1,True,
Xb5EGVKJPoI,919,train,Dataset_Shard_0200000_0299999,1,278218,279136,919,0,0,1,1,True,
sAhIK9HKTqs,919,train,Dataset_Shard_0400000_0499999,1,439759,440677,919,0,0,1,1,True,
wXJY7EQy4Ns,917,val,Dataset_Shard_0400000_0499999,1,469527,470443,917,0,0,1,1,True,
za-_NYW8Mjo,916,train,Dataset_Shard_0400000_0499999,1,494386,495301,916,0,0,1,1,True,
-jo_cPHYmjg,915,test,Dataset_Shard_0000000_0099999,1,4109,5023,915,0,0,1,1,True,
B5IAda_ZR3Q,906,train,Dataset_Shard_0100000_0199999,1,100312,101217,906,0,0,1,1,True,
PCuj0aU8-4E,905,train,Dataset_Shard_0200000_0299999,1,217666,218570,905,0,0,1,1,True,
uu2DI2YM5VY,902,train,Dataset_Shard_0400000_0499999,1,460128,461029,902,0,0,1,1,True,
87ygy8_a7Uk,893,train,Dataset_Shard_0000000_0099999,1,72920,73812,893,0,0,1,1,True,
Zcn7rbz3Xqc,893,train,Dataset_Shard_0200000_0299999,1,292344,293236,893,0,0,1,1,True,
hY6RjtE0L18,887,test,Dataset_Shard_0300000_0399999,1,356577,357463,887,0,0,1,1,True,
kmoiuVMBrJg,886,train,Dataset_Shard_0300000_0399999,1,376762,377647,886,0,0,1,1,True,
FNFe75hIKd4,885,train,Dataset_Shard_0100000_0199999,1,138453,139337,885,0,0,1,1,True,
X7orN2iRgls,884,train,Dataset_Shard_0200000_0299999,1,273738,274621,884,0,0,1,1,True,
4KfWaQz2Qxg,882,train,Dataset_Shard_0000000_0099999,1,39857,40738,882,0,0,1,1,True,
bnVPLUTCR7U,879,train,Dataset_Shard_0300000_0399999,1,307238,308116,879,0,0,1,1,True,
e0x_uAwuUVE,878,val,Dataset_Shard_0300000_0399999,1,322776,323653,878,0,0,1,1,True,
M0U21_jIkjs,876,train,Dataset_Shard_0100000_0199999,1,184224,185099,876,0,0,1,1,True,
PGb6eporHd4,874,train,Dataset_Shard_0200000_0299999,1,219335,220208,874,0,0,1,1,True,
TlGCU7dVYvo,874,train,Dataset_Shard_0200000_0299999,1,255641,256514,874,0,0,1,1,True,
btNRAupsVCA,873,train,Dataset_Shard_0300000_0399999,1,308117,308989,873,0,0,1,1,True,
rJL6f0C3zVk,872,train,Dataset_Shard_0400000_0499999,1,436436,437307,872,0,0,1,1,True,
4EtAcruEhTI,870,train,Dataset_Shard_0000000_0099999,1,36951,37820,870,0,0,1,1,True,
1jkQfyIl7Kg,868,train,Dataset_Shard_0000000_0099999,1,21312,22179,868,0,0,1,1,True,
EQhbPGMfvZU,866,train,Dataset_Shard_0100000_0199999,1,132277,133142,866,0,0,1,1,True,
PVyHZ65Fny0,866,train,Dataset_Shard_0200000_0299999,1,221352,222217,866,0,0,1,1,True,
